,Applications,Categories,Company,EmployType,ExpiryDate,Location,PostedDate,Requirements,SalaryHigh,SalaryLow,SalaryRate,Seniority,Title
563,1,Consulting,DELOITTE CONSULTING PTE. LTD.,Contract,Closing on 02 Mar 2019,Islandwide,Posted 31 Jan 2019,"Requirements:
Bachelor Degree
Consulting experience
Applicant has demonstrated experience in SAP migration processes
Applicant is able to perform integration activities and identify cutover points.
Project experience in ASEAN region
Industry knowledge
Strong time-management and communication skills
Excellent teamwork and interpersonal skills
Potential and ability to manage small engagements or work streams within large engagements
Ability to handle multiple clients and multiple team members with confidence
Aptitude for trouble-shooting and problem-solving
Strong technical skills including understanding of software development principles
Ability to perform unit and performance testing on all system components
Strong analytical skills, excellent oral and written communication skills in English, be self-motivated, and be able to work in stressful situations with changing priorities
Excellent problem solving skills, ability to think out-of-the-box, work under pressure and tight project timelines
Drive, tenacity, client focused and results oriented
Proven demonstration of sound business acumen, teamwork and leadership qualities.
Willingness to work outside of office base and most of all…
An appreciation of the consulting lifestyle and ability to travel (both locally and abroad) is a pre-requisite to fit to our short-term and long-term project assignment.
Positions may be based in Singapore but project locations could be anywhere in the Asia-Pacific Region.
Due to volume of applications, we regret only shortlisted candidates will be notified. 
   ","$12,000","$6,000",Monthly,Senior Executive,Senior Consultant - Technology (SAP) - 12 months contract
564,4,Information Technology,POKKA CORPORATION (SINGAPORE) PTE. LTD.,Permanent,Closing on 02 Mar 2019,West,Posted 31 Jan 2019,"1) Education:
Diploma/Degree holder in Information Technology related qualifications preferred
2) Experience / Skill needed:
3 - 4 years of relevant experience
Experience in IT Infrastructure Operation, Network Support and Troubleshooting, Firewall Administration, Desktop and server support.
Ability to establish priorities and handle issue with follow-through independently
Possess strong sense of teamwork, self-motivation, positive attitude and initiative to problem solving
Good communication skill and resourceful",,,,Senior Executive,Senior IT Executive
565,10,"Accounting / Auditing / Taxation, Admin / Secretarial",YESIR MANPOWER PTE LTD,"Permanent, Full Time",Closing on 02 Mar 2019,South,Posted 31 Jan 2019,"Requirement:
- at least 1 year experience
- preferred with accounts back ground/ LCCI","$2,400","$1,800",Monthly,Non-executive,Admin cum Accounts Assistant
566,3,Engineering,MAKINO ASIA PTE LTD,"Permanent, Full Time",Closing on 02 Mar 2019,West,Posted 31 Jan 2019,"Degree in Engineering
10+ years proven record in technical or manufacturing industry
Demonstrate deep knowledge of precision parts machining process and turn key solution
Proficient with Additive Manufacturing process, parameter and material specification
Enjoy hands-on work in using CNC and metal Additive Manufacturing Machine
Expert in the use of SolidWorks or similar CAD software
Experience with CNC programming software
Familiar with Additive Manufacturing CAM/CAE system","$7,500","$6,000",Monthly,Professional,Principle Engineer
567,3,Accounting / Auditing / Taxation,BRUKER SINGAPORE PTE. LTD.,Permanent,Closing on 02 Mar 2019,South,Posted 31 Jan 2019,"A university degree (BS) is required. CPA or CIA certification is a plus. MBA/ MSA or equivalent advanced education is also preferred. Minimum 5 years of risk based internal audit work experience within international companies in technology. Experience in business and finance operations is a plus.
Fluency in English required. Additional Asian language fluency is desirable.","$6,000","$4,600",Monthly,Senior Executive,"Senior Internal Auditor, APAC"
568,14,Accounting / Auditing / Taxation,ORO CONSULTANTS PTE. LTD.,Full Time,Closing on 02 Mar 2019,Islandwide,Posted 31 Jan 2019,"Requirements
Bachelor Degree in Accountancy or Finance with minimum 15 years’ relevant experience financial operations in hospitality industry
Excellent analytical skills, problem solving  and interpersonal skiils with proven ability to communicate effectively across all levels
Strong leadership qualities
Ability to work in a fast paced environment","$15,000","$12,000",Monthly,Senior Management,Director of Finance
569,4,Admin / Secretarial,ORO CONSULTANTS PTE. LTD.,Full Time,Closing on 02 Mar 2019,Central,Posted 31 Jan 2019,"Requirements
Min 2 years experience in Secreterial experience
Good communication skills both written and spoken
Able to work 5.5 days week
Committed and able ot multi-task","$3,000","$2,500",Monthly,Junior Executive,Legal Secretary
570,11,Accounting / Auditing / Taxation,ORO CONSULTANTS PTE. LTD.,Full Time,Closing on 02 Mar 2019,Islandwide,Posted 31 Jan 2019,"Requirements
Bachelor Degree in Accountancy or Finance with minimum 15 years’ relevant experience financial operations in hospitality industry
Excellent analytical skills, problem solving  and interpersonal skiils with proven ability to communicate effectively across all levels
Strong leadership qualities
Ability to work in a fast paced environment","$15,000","$12,000",Monthly,Senior Management,Director of Finance
571,5,Information Technology,COGNIZANT TECHNOLOGY SOLUTIONS ASIA PACIFIC PTE. LTD.,Full Time,Closing on 01 Mar 2019,Islandwide,Posted 31 Jan 2019,"Education: Bachelor's degree (Marketing, Mass Communications, Digital marketing or Business preferred). Masters degree in Marketing or an MBA would be an advantage.
Experience: 5-8 years of hands-on experience and successful track record of managing and executing digital and social media programs across APAC for a multinational company or within an agency environment.
Working knowledge of Adobe Campaign Manager and Adobe Experience Manager a plus.
Experience in managing external agencies and resources.
Organized and efficient. Good people skills. Highly collaborative with a can-do attitude.
Comfortable with ambiguity. Results driven work ethic with high energy and enthusiasm levels.
High standard of written Mandarin and/or Japanese are an added advantage.","$13,500","$9,500",Monthly,"Manager, Professional",APAC Digital and Social Media Program Manager
572,0,Information Technology,EVVO LABS PTE. LTD.,Full Time,Closing on 21 Feb 2019,North,Posted 31 Jan 2019,"1. Bachelor of Engineering/Computing
2. at least 5 years’ experience in software programming using languages like C#, SQL, Java Sprint boot, Hibernate, etc with at least 2-year experience as project technical lead.
3. Have experience working with Microservices architecture, Spring-related framework (such as Spring Boot, Spring Cloud, Spring Integration), Apache Kafka, MySQL/MongoDB
3. Strong analytical skills, able to deep dive and find root cause and develop creative solutions to integration challenges
4. Ability to work independently and work in a team
5. Experience in Master Data Management is an added advantage.
6. Experience in healthcare systems will be helpful","$6,000","$5,000",Monthly,Professional,Solution architect
573,0,Public / Civil Service,MINISTRY OF SOCIAL AND FAMILY DEVELOPMENT,Full Time,Closing on 14 Feb 2019,Full Time,Posted 31 Jan 2019,,,,,,"Executive / Senior Executive (Operations and Services Planning), FDG"
574,53,"Accounting / Auditing / Taxation, Admin / Secretarial",HEALTHBEATS PTE. LTD.,Permanent,Closing on 02 Mar 2019,South,Posted 31 Jan 2019,"~ Assign account codes to all transactions in the accounting system.
~ Calculate customer/supplier account balances and reconcile with totals.
~ Compile the relevant business documentation used in banking processes.
~ Enter accurate and timely data into the accounting system.
~ Maintain accurate financial records and statements.
~ Perform month-end closing activities.
~ Process payroll transactions into the organisations accounting system.
~ Record and process all business transactions within the organisations accounting system using principles of double-entry accounting.
~ Record transactions and events relating to inventory, accruals, prepayments, capital structure and finance costs.
~ Record transactions and events relating to sales, purchases, receivables, payables and cash.
~ Retrieve system reports from the accounting system for managements use.
~ Use relevant IT systems and tools effectively for data analysis.
~ Assist with HR administration job duties, including checking and processing staff claims and employee recruitment.
~ Assist in office operational functions, including sourcing and procurement of office vendors/suppliers, organising and co-ordinating external client and internal/staff functions, events and meetings.
~ Administrative support to the various heads of department and team members","$3,500","$2,500",Monthly,Executive,Finance and Administration Executive
575,11,"Education and Training, Medical / Therapy Services",MINDCHAMPS ALLIED CARE @ EAST COAST PTE. LIMITED,"Part Time, Flexi work",Closing on 02 Mar 2019,East,Posted 31 Jan 2019,"Advanced diploma in Early Childhood Intervention (Special Needs)
Teaching experience in EIPIC would be an advantage
Knowledge of AEPS would be an advantage
Experience working with young students with learning disabilities – minimum one year
Strong command of the English language",,,,Professional,Special Needs Teacher (For Early Intervention Program) (Part-time)
576,1,Consulting,BLUE OCEAN SYSTEMS INFOTECH PTE. LTD.,Permanent,Closing on 02 Mar 2019,Islandwide,Posted 31 Jan 2019,"at least one Full life cycle PM implementation Maximo and configuration experience.
Strong experience in Plant Maintenance configuration, measurement points, equipment master, user statues, complex equipment hierarchies, classification, work order and work order settlement.
Good knowledge in integration methodologies with other SAP modules and from external systems to and from SAP.
IBM Certified Deployment Professional – Maximo Asset Management V7.5 or latest version
Minimum of a Bachelor’s degree in Computer Science, Computer Engineering, Information Systems/Technology, or related major field of study
More than five years’ experience using Maximo version 7.5 or greater.
Must have the ability to manage and ensure the successful completion of multiple technical tasks in assigned program.
A proven Track record on developing high quality product software on schedule
Experience with application servers (WebSphere Application Server and WebLogic)
Experience with operating systems, networking, and firewall concepts
Experience with security (SSL, data encryption, system user accounts, directory servers)
Five (5) or more years’ experience in IBM Maximo Asset Management applications development/development is required
Experience with web protocols including HTTP, SMTP and LDAP
Knowledge of administration of database and web server components
Experience with Tivoli process automation engine application set
Modern programming language experience SQL, java and/or C++
Experience with methodologies and technologies such as HTML, CSS, XML, J2EE, java script
Experience with Maximo integration technologies (MIF, MEA, Object structures, services, channels, etc.)
Experience working with Maximo, SCCD, deployed Self-Service Portal
Experience working in agile software development environments.
Experience working on multiple project and multi-tasking
Experience with BIRT, Business Intelligence Reporting
Experience in Maximo integration with SAP.","$7,000","$6,000",Monthly,Middle Management,SAP PM MAXIMO
577,9,Human Resources,JARDIN ENCHANTE PTE. LTD.,Full Time,Closing on 02 Mar 2019,South,Posted 31 Jan 2019,"Job Requirements
Candidates possess at least Diploma / Degree in Human Resource Management or related field;
Candidates possess minimum 3 years of relevant working experience in F&B industry will be add advantage;
Possess in-depth knowledge of statutory requirements (Eg. Employment Act, CPF Act, Income Tax Regulations and etc.);
Meticulous, detailed and able to handle confidential information;
Strong interpersonal skills and possess a hands-on and positive working attitude;
Good analytical skills with a high proficiency in MS Excel & Word will be a plus;
Ability to work under pressure and to thrive in a fast pace environment;
A team player with initiative and who is able to work independently;
Bilingual In English & Mandarin will be a great advantage (to liaise with associates);
Available to start within short notice preferred.","$2,800","$2,300",Monthly,Junior Executive,Payroll Executive
578,12,Logistics / Supply Chain,"NEOVIA LOGISTICS SERVICES, LLC SINGAPORE BRANCH",Permanent,Closing on 02 Mar 2019,West,Posted 31 Jan 2019,"Requirements:
At least Diploma in Logistics Warehouse Management or Supply Chain discipline, preferably from  polytechnic with at least 2 years of relevant working experience in logistics industry. Fresh Grads can be considered.
Customer-focused with good communication & interpersonal skills.
A good team player with a positive job attitude.
Good PC knowledge and proficient in the MS Excel & MS Access preferred. Working knowledge of SAP WM module is ideal but not mandatory.
Must be able to prioritize, manage time and resource well and multi-task in a fast changing environment.
Experience in operating Forklift / ReachTruck is ideal but not mandatory.",,,,Junior Executive,Logistics Planning Administrator
579,5,Information Technology,PATH INFOTECH PTE. LTD.,Contract,Closing on 02 Mar 2019,Central,Posted 31 Jan 2019,"5.5 Days working
  Job Description
  Desktop Support Engineer Role
For Deployment
Job Description - Migration and Refreshes Support, Software packaging and Smart office support. 
•      Install, upgrade, support and troubleshoot Windows 7 (BR2.2), Windows 10 (BR3.0), Microsoft Office365, iOS and any other authorised desktop applications
•      Customize endpoints hardware to meet user specifications and site standards (including telephony)
            •      Performs work in compliance within specified warranty requirements
•      When the restoration is beyond the scope of the computers, laptops, printers and any other authorised peripheral equipment the engineers will escalate the issue/problem to proper tier 3 support team member
•      Ensure desktop computers interconnect seamlessly with diverse systems including associated validation systems, file servers, email servers, application servers, and administrative systems
•      Requesting and coordinating vendor support
  For Technical  
Job Description - Endpoints Imaging Support, Policy control (GPO), Security control (EPO) and Software Distribution Infrastructure Support
•  Highly skilled in supporting all versions of Microsoft and iOS Desktop Operating Systems and Technologies/Tools
•  Create and update technical documentation of operating procedures as needed
•  Manage and administer system policies, repairs, and deployments and maintain agents on EPO to support applications/tools not limited to the following McAfee products: Enterprise Policy Orchestrator (EPO), Virus Scan Enterprise, Data Loss Prevention (DLP), McAfee Agent, and Host Intrusion Protection (HIPS) to support Corporate Security Policy.
•  Requesting and coordinating vendor support
  For Asset mgmt. and endpoints compliance
Job Description – Asset management and compliance control
· Hardware and Software Asset Management - entails the management of the physical components of endpoints from acquisition through disposal.
· Focusing on hardware and software assets, including licenses, versions and installed endpoints.
 ","$3,000","$2,000",Monthly,Junior Executive,Desktop Support Engineer
580,5,Building and Construction,SAMSUNG C&T CORPORATION,Full Time,Closing on 02 Mar 2019,Islandwide,Posted 31 Jan 2019,"Degree in Civil Engineering or equivalent qualification
Minimum 5 years of construction experience
Minimum 3 years of experience in the construction supervision/project coordination for projects of similar scale and complexity
Registered earthwork supervisor with EMA/SPPG will be an advantage",,,,Executive,Utility Engineer (Upcoming Project)
581,15,Sales / Retail,CLARIVATE ANALYTICS (SINGAPORE) PTE. LTD.,"Permanent, Full Time",Closing on 02 Mar 2019,South,Posted 31 Jan 2019,"Must have:
Sales exp and/or industry experience in the SEA market is a must
IP knowledge
IT Savvy
Abilities to build and execute sales strategy in order to grow business for mid-to-long term in addition to achieving the annual revenue target
Must be client focused and have the ability to drive internal and external requirements throughout the sales cycle
Solution or consultative selling skill is a must. Consulting or Service selling experience will be an advantage
Commercial acumen with a proactive and creative approach to looking after the needs and concerns of customers
Nice to have:
Good team player / self-starter with the ability to work using own initiative
Self-driven, independent and hands-on
Visible ""can do"" approach to work and positive attitude
Good track records as a sales person is desired","$7,500","$4,500",Monthly,Professional,"Account Manager, IPS"
582,6,Manufacturing,UNIVAC PRECISION ENGINEERING PTE LTD,"Permanent, Full Time",Closing on 02 Mar 2019,North,Posted 31 Jan 2019,"Job Requirements:
At least a Diploma in any field with at least one year experience in a manufacturing environment.
Candidates with at least a year of MRP system experience preferred.
Must possess good time management and communication skills","$3,000","$1,800",Monthly,Junior Executive,Production Planner
583,48,Engineering,WORLEYPARSONS PTE. LIMITED,Full Time,Closing on 02 Mar 2019,Central,Posted 31 Jan 2019,"Candidate must possess at least Bachelor's Degree/ Post Graduate Diploma /Professional Degree in Engineering (Civil) or equivalent
At least 8 years of working experience in the related field is required for this position
Preferably specialized in Engineering - Civil/ Construction/ Structural or equivalent qualifications (Chartered Engineering preferred)","$13,000","$8,000",Monthly,Manager,Project Manager / Senior Project Manager
584,1,"Education and Training, Information Technology",NATIONAL UNIVERSITY OF SINGAPORE,"Permanent, Full Time",Closing on 02 Mar 2019,South,Posted 31 Jan 2019,"A relevant university degree with at least 5 years of relevant working experience.
Good communicators and excel in both verbal and written English.
Self-motivated and results oriented with excellent analytical, problem solving, interpersonal, presentation and communication skills.
Able to collaborate with others, passionate, independent and creative problem-solvers who enjoys hands-on technical work and has experience working across engineering disciplines, applications layers and technologies.
At least 5 years of practical hand on experience with administration of VMware vSphere infrastructure, Windows and/or Linux Operation System, Microsoft Clustering, VMware vRealize Automation, NSX and public cloud infrastructures.
VMware Certified Professional VCAP and/or Cloud Architect certified will be an added advantage.
Experiences working on container administration (e.g. Docker) and DevOps technology deploying on VMware infrastructure and Public Cloud (e.g. AWS and Azure) will be an added advantage.
Experience developing automation tasks using Puppet, Ansible or Chef will be an added advantage.","$9,000","$5,000",Monthly,Professional,Senior SDDC and Automation Engineer (Infrastructure & Operations)
585,5,Information Technology,STAMFORD AMERICAN INTERNATIONAL SCHOOL PTE. LTD.,"Permanent, Full Time",Closing on 02 Mar 2019,Central,Posted 31 Jan 2019,"Position Requirements
 At least 3 years of classroom teaching experience with relevant teaching qualifications
 Experience with Apple products essential (1:1 iPad KG2 - Grade 5, 1:1 Macbook Air Grade 6-12)
 Apple Teacher Certification required
 Common Sense Certification required
 Experience with PowerSchool Learning and Unified Classroom preferred (a major part of this role is supporting the implementation of rollout of our new LMS next academic year)
 Strong understanding of ISTE Standards, IB Program and AERO Standards preferred
 Experience using Google Apps for Education is preferred
 Organization and time management skills
 Passionate, positive, energetic, loves to learn
 Experience presenting to peers and large audiences preferred
 Possess highly developed interpersonal and teamwork skills
 Excellent verbal and written English skills
 Strong references on request
 International teaching experience preferred
 Demonstrates the Stamford Values – Integrity, Courage, Ingenuity and Compassion Qualifications
 Minimum Bachelor’s degree and relevant teaching certification is required
 Master’s degree in Education preferred","$9,900","$4,900",Monthly,Professional,Digital Learning Leader
586,23,"Advertising / Media , Human Resources",PURPLECLICK MEDIA PTE. LTD.,"Part Time, Permanent, Contract, Full Time",Closing on 02 Mar 2019,South,Posted 31 Jan 2019,"Implement effective sourcing, screening and interviewing techniques
Assess training needs and coordinate learning and development initiatives for all employees
Act as the point of contact regarding labor legislation issues
Create and run referral bonus programs
Measure employee retention and turnover rates
Review current HR technology and recommend more effective platforms
Oversee daily HR operations
Recommend compensation and benefits packages
Implement performance review (e.g. quarterly/annual and 360° evaluations)
Develop fair HR policies and ensure employees understand and comply with them
Monitor HR department’s budget","$3,000","$2,000",Monthly,"Junior Executive, Senior Executive",Human Resource Executive
587,1,Engineering,UBISOFT SINGAPORE PTE. LTD.,"Permanent, Full Time",Closing on 02 Mar 2019,South,Posted 31 Jan 2019,"Min. of 7 years of experience  as a Graphics/ Rendering programmer
Experience shipping games on PS4, XBOX and PC platforms
Relevant experience working on AAA titles, current and next-gen consoles
Mastery of C/C++, with excellent multi-threaded programming techniques.  
Strong understanding of 3D rendering algorithms and related mathematics.  
Excellent knowledge of DirectX and OpenGL.  
Excellent knowledge of HLSL/Cg.  
Fluency in Assembly and SIMD programming.  
Deep understanding of low-level optimizations and core subsystems, memory management, cross-platform development.  
Experience using game development frameworks and middleware.  
Self-direction, focus, results-oriented thinking, resourceful problem-solving skills.  
Strong communications skills.","$10,000","$6,000",Monthly,"Middle Management, Senior Executive",Senior Graphics Programmer
588,9,Banking and Finance,COMPANY UNDISCLOSED,Permanent,Closing on 02 Mar 2019,Central,Posted 31 Jan 2019,"Good understanding Regulatory Reporting implementation into Operations for MAS
Good understanding of Industry changes and developments
Come from Change background
5 – 7 Years’ relevant experience","$13,000","$7,000",Monthly,Executive,Operations Specialist
589,0,Accounting / Auditing / Taxation,COMPANY UNDISCLOSED,Contract,Closing on 02 Mar 2019,East,Posted 31 Jan 2019,"Education and Experience Required:
• Degree in accounting/finance or its equivalent professional qualifications (e.g. ACCA/ CA/ CPA) with a min or 3-5 years of relevant work experience (experience in SSC environment is preferred)
• Good knowledge of SAP is a MUST and Microsoft Office (Advanced Excel and Power Point applications)
• Good knowledge of IFRS/local accounting requirements, tax rules and regulations is preferred
Knowledge and Skills
• Ability to work independently as well as with the Team and to adopt to a fast changing environment
• Good analytical and communication skills are required as well as advanced skills in stakeholder relations
• High analytical skills and problem solving personality to support continuous improvement initiatives
• Good verbal and written proficiency in English and in the local language of administration are required as the role involves a high level of interaction with internal stakeholders
• Proactive, vigilance and resilience
• Able to adhere to strict reporting timelines with good quality of deliverables","$4,500","$3,500",Monthly,Junior Executive,Finance Executive
590,5,"Banking and Finance, Information Technology",COMPANY UNDISCLOSED,"Permanent, Full Time",Closing on 02 Mar 2019,Central,Posted 31 Jan 2019,"  3+ years in a senior product management experience at a tech software company
Masters in computer science, software engineering, information technology, business, finance, economics or related fields
Strong analytical skills and creative problem solving skills
Strong business acumen, be customer focused, team and results-oriented
- Strong interest in logistics, pricing, marketplaces or supply-demand economics
Programming experience, avid Grab user, Consumer tech experience
Payments experience would be a plus","$15,000","$13,000",Monthly,"Senior Management, Manager",Product Management Lead
591,1,"Banking and Finance, Information Technology",COMPANY UNDISCLOSED,"Permanent, Full Time",Closing on 02 Mar 2019,Central,Posted 31 Jan 2019,"  3+ years in a senior product management experience at a tech software company
Masters in computer science, software engineering, information technology, business, finance, economics or related fields
Strong analytical skills and creative problem solving skills
Strong business acumen, be customer focused, team and results-oriented
- Strong interest in logistics, pricing, marketplaces or supply-demand economics
Programming experience, avid Grab user, Consumer tech experience
Payments experience would be a plus","$14,000","$12,000",Monthly,"Middle Management, Manager",Product Manager
592,0,"Banking and Finance, Information Technology",COMPANY UNDISCLOSED,"Permanent, Full Time",Closing on 02 Mar 2019,Central,Posted 31 Jan 2019,"  3+ years in a senior product management experience at a tech software company
Masters in computer science, software engineering, information technology, business, finance, economics or related fields
Strong analytical skills and creative problem solving skills
Strong business acumen, be customer focused, team and results-oriented
- Strong interest in logistics, pricing, marketplaces or supply-demand economics
Programming experience, avid Grab user, Consumer tech experience
Payments experience would be a plus","$12,000","$10,000",Monthly,"Middle Management, Manager",Product Manager
593,0,"Banking and Finance, Information Technology",COMPANY UNDISCLOSED,"Permanent, Full Time",Closing on 02 Mar 2019,Central,Posted 31 Jan 2019,"  3+ years in a senior product management experience at a tech software company
Masters in computer science, software engineering, information technology, business, finance, economics or related fields
Strong analytical skills and creative problem solving skills
Strong business acumen, be customer focused, team and results-oriented
- Strong interest in logistics, pricing, marketplaces or supply-demand economics
Programming experience, avid Grab user, Consumer tech experience
Payments experience would be a plus","$10,000","$8,000",Monthly,"Middle Management, Manager",Product Manager
594,2,Risk Management,COMPANY UNDISCLOSED,"Contract, Full Time",Closing on 02 Mar 2019,West,Posted 31 Jan 2019,"• Master or Bachelor Degree in Mathematics, Data Science, Computer Science
• Strong knowledge of SQL, Java, Python, R programming, PowerBI
• Knowledge of finance and controlling reporting and analysis software, e.g. R, SAS, SPSS
• Excellent analytical skills including mathematics and statistics and machine learning
• Skills and experience to manage projects, Project Management Certification a plus
• Knowledge of risk scorecard development and portfolio risk management
• Good communication and interpersonal skills
• Demonstrated ability to work productively and maintain effective relationship in multidisciplinary and multicultural teams
• Pro-active attitude and good problem solving skills
• At least 3 years of experience in the financial services industry or similar
• Solid experience in data management and data analysis
• Experience in developing and programming analytical risk assessment systems and perform statistical analysis","$9,000","$5,000",Monthly,Manager,Analyst - Risk Based Collection (2 year Contract)
595,1,Accounting / Auditing / Taxation,COMPANY UNDISCLOSED,Permanent,Closing on 02 Mar 2019,East,Posted 31 Jan 2019,"Education and Experience Required:
• Degree in accounting/finance or its equivalent professional qualificati
• Minimum 4 to 6 years working experiences in related field
• Good knowledge of SAP is a MUST and Microsoft Office (Advanced Excel and Power Point applications)
• Good knowledge of IFRS/local accounting requirements, tax rules and regulations is preferred
• Working experience with/in shared services will be preferred

Knowledge and Skills
• Ability to work independently / with Team and to adopt to a fast changing environment
• Good analytical and communication skills are required
• High analytical skills and problem solving personality to support continuous improvement initiatives
• Good verbal and written proficiency in English and in the local language of administration are required as the role involves a high level of interaction with internal stakeholders
• Able to adhere to strict reporting timelines with good quality of deliverables
• Proactive, vigilance, resilience and autonomy","$4,500","$3,500",Monthly,Junior Executive,Finance Executive
596,3,"Marketing / Public Relations , Sales / Retail",COMPANY UNDISCLOSED,Permanent,Closing on 02 Mar 2019,East,Posted 31 Jan 2019,"Have at least 5 to 8 years of relevant working experience.
Experienced in Vendor management and negotiation.
Advanced Excel knowledge preferred
Candidates who came from Online background is an added bonus.
Fast workers, dynamic and results-driven.
Good at follow-through, execution and details-oriented",,,,Manager,VENDOR RELATIONSHIP MANAGER
597,13,"Accounting / Auditing / Taxation, Advertising / Media , Banking and Finance",COMPANY UNDISCLOSED,"Permanent, Full Time",Closing on 02 Mar 2019,South,Posted 31 Jan 2019,"  Diploma/Degree in Accountancy, ACCA, CPA or equivalent accounting qualification
Minimum 8 years working experience, preferably with Malaysia & Singapore accounting standards, tax laws and GST
Independent, meticulous and pro-active
Strong organizational, analytical, interpersonal, written and oral communication skills
Self-motivated to learn new concepts and participate in new projects
Experience in implementation of ERP or accounting system, ideally in a multi-national environment
Experience in service/ project management related fields an added advantage
Experience in process designs and re-engineering",,,,Manager,Finance Manager
598,12,Manufacturing,COMPANY UNDISCLOSED,Full Time,Closing on 02 Mar 2019,East,Posted 31 Jan 2019,"Production managers ensure that manufacturing processes run reliably and efficiently.
Responsibilities of the job include:
planning and organising production schedules
assessing project and resource requirements
estimating, negotiating and agreeing budgets and timescales with clients and managers
ensuring Workplace Safety and Health (WSH) regulations are met
determining quality control standards
overseeing production processes
re-negotiating timescales or schedules as necessary
selecting, ordering and purchasing materials
organising the repair and routine maintenance of production equipment
supervising the work of junior staff
organising relevant training sessions
Study energy usage patterns and find ways to save energy.
 ","$7,000","$5,000",Monthly,Manager,Manufacturing Plant / Production Manager
599,2,"Architecture / Interior Design, Banking and Finance, Information Technology",COMPANY UNDISCLOSED,"Permanent, Full Time",Closing on 02 Mar 2019,Central,Posted 31 Jan 2019,"  The day-to-day activities:
Plan and conduct cross functional (PM, Engineering, Business stakeholders etc) product strategy workshops to facilitate ideation, prioritisation, and creation of UX related artefacts to help product scoping and delivery planning.
Conduct & facilitate requirements, design, and implementation reviews.
Work with other project stakeholders to deliver the Information Architecture, User Journey map and wireframe flow for new production projects.
Work with Visual Designers, Content Writers, UX Engineers and UX Researchers to polish the wireframes into high-fidelity User Interface for development
Planning and participating in ongoing usability testing and assessment.
Conduct desk check of User Interface during engineering development phase.
Researching and analyzing industry UX/UI trends and competitor sites and strategies.
Regular review of usage data to analyse user behavior and pain points
Ensure all versions of project UX/UI documents are complete, current, and stored/ archived appropriately.
Participating in key internal meetings including weekly status updates and planning sessions
  Preferred Qualifications
Online portfolio with a range of interactive samples
Minimum of 3-5 years of experience in UX design
Excellent understanding of user experience design for the Web, mobile, or touch devices.
Good eye for visual design and hands on experience in user interface design
Experience with Sketch, Adobe Photoshop, or other design tools.
Ability to prototype and demonstrate design concepts to extended stakeholders using Invision, Principle or Framer tools.
Working knowledge of common mobile and front-end web development
Experience in conducting user research thorough various methods, and abilities to translate research finding into tangible product feature requirements or improvements is a plus","$12,000","$10,000",Monthly,"Middle Management, Manager, Professional",Product Designer
600,2,"Architecture / Interior Design, Banking and Finance, Information Technology",COMPANY UNDISCLOSED,"Permanent, Full Time",Closing on 02 Mar 2019,Central,Posted 31 Jan 2019,"  The day-to-day activities:
Plan and conduct cross functional (PM, Engineering, Business stakeholders etc) product strategy workshops to facilitate ideation, prioritisation, and creation of UX related artefacts to help product scoping and delivery planning.
Conduct & facilitate requirements, design, and implementation reviews.
Work with other project stakeholders to deliver the Information Architecture, User Journey map and wireframe flow for new production projects.
Work with Visual Designers, Content Writers, UX Engineers and UX Researchers to polish the wireframes into high-fidelity User Interface for development
Planning and participating in ongoing usability testing and assessment.
Conduct desk check of User Interface during engineering development phase.
Researching and analyzing industry UX/UI trends and competitor sites and strategies.
Regular review of usage data to analyse user behavior and pain points
Ensure all versions of project UX/UI documents are complete, current, and stored/ archived appropriately.
Participating in key internal meetings including weekly status updates and planning sessions
  Preferred Qualifications
Online portfolio with a range of interactive samples
Minimum of 3-5 years of experience in UX design
Excellent understanding of user experience design for the Web, mobile, or touch devices.
Good eye for visual design and hands on experience in user interface design
Experience with Sketch, Adobe Photoshop, or other design tools.
Ability to prototype and demonstrate design concepts to extended stakeholders using Invision, Principle or Framer tools.
Working knowledge of common mobile and front-end web development
Experience in conducting user research thorough various methods, and abilities to translate research finding into tangible product feature requirements or improvements is a plus","$10,000","$8,000",Monthly,"Middle Management, Manager, Professional",Product Designer
